epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,12.7101,1.5493,2.03989,1.46297,0.32244,0.76286,0.45974,0.09391,2.42692,2.12567,2.04466,0.0011884,0.0011884,0.0011884
31,13.1336,1.47435,1.92942,1.44223,0.32244,0.76286,0.45974,0.09391,2.42692,2.12567,2.04466,0.0011719,0.0011719,0.0011719
32,13.5415,1.4399,2.15412,1.43106,0.32244,0.76286,0.45974,0.09391,2.42692,2.12567,2.04466,0.0011554,0.0011554,0.0011554
33,13.9413,1.49087,1.83364,1.49992,0.32244,0.76286,0.45974,0.09391,2.42692,2.12567,2.04466,0.00113889,0.00113889,0.00113889
34,14.3394,1.4806,1.92258,1.46375,0.32244,0.76286,0.45974,0.09391,2.42692,2.12567,2.04466,0.00112239,0.00112239,0.00112239
35,14.7512,1.4816,1.95428,1.43513,0.32244,0.76286,0.45974,0.09391,2.42692,2.12567,2.04466,0.00110589,0.00110589,0.00110589
36,15.1654,1.46382,2.06608,1.43008,0.31554,0.65625,0.35471,0.07948,2.22394,2.3158,2.02274,0.00108938,0.00108938,0.00108938
37,15.5611,1.45307,1.77633,1.43017,0.31554,0.65625,0.35471,0.07948,2.22394,2.3158,2.02274,0.00107288,0.00107288,0.00107288
38,15.943,1.56675,1.84116,1.49625,0.31554,0.65625,0.35471,0.07948,2.22394,2.3158,2.02274,0.00105638,0.00105638,0.00105638
39,16.3467,1.51317,1.69014,1.40224,0.31554,0.65625,0.35471,0.07948,2.22394,2.3158,2.02274,0.00103987,0.00103987,0.00103987
40,16.7438,1.46416,1.76277,1.46637,0.31554,0.65625,0.35471,0.07948,2.22394,2.3158,2.02274,0.00102337,0.00102337,0.00102337
41,17.1315,1.36447,1.73552,1.33085,0.31554,0.65625,0.35471,0.07948,2.22394,2.3158,2.02274,0.00100687,0.00100687,0.00100687
42,17.5186,1.54763,1.83014,1.40714,0.31554,0.65625,0.35471,0.07948,2.22394,2.3158,2.02274,0.000990365,0.000990365,0.000990365
43,17.9111,1.5707,1.82679,1.46134,0.31554,0.65625,0.35471,0.07948,2.22394,2.3158,2.02274,0.000973861,0.000973861,0.000973861
44,18.3191,1.31501,1.71894,1.3454,0.48496,0.98498,0.56362,0.15608,2.20449,1.94161,1.83222,0.000957358,0.000957358,0.000957358
45,18.7192,1.46988,1.62188,1.34461,0.48496,0.98498,0.56362,0.15608,2.20449,1.94161,1.83222,0.000940855,0.000940855,0.000940855
46,19.1096,1.50204,1.74356,1.32184,0.48496,0.98498,0.56362,0.15608,2.20449,1.94161,1.83222,0.000924352,0.000924352,0.000924352
47,19.6162,1.28755,1.63129,1.26367,0.48496,0.98498,0.56362,0.15608,2.20449,1.94161,1.83222,0.000907848,0.000907848,0.000907848
48,20.0142,1.34346,1.63125,1.37884,0.48496,0.98498,0.56362,0.15608,2.20449,1.94161,1.83222,0.000891345,0.000891345,0.000891345
49,20.4205,1.32978,1.63086,1.31521,0.48496,0.98498,0.56362,0.15608,2.20449,1.94161,1.83222,0.000874842,0.000874842,0.000874842
50,20.8162,1.54686,1.69739,1.43353,0.48496,0.98498,0.56362,0.15608,2.20449,1.94161,1.83222,0.000858338,0.000858338,0.000858338
51,21.2161,1.5191,1.71806,1.33741,0.48496,0.98498,0.56362,0.15608,2.20449,1.94161,1.83222,0.000841835,0.000841835,0.000841835
52,21.6344,1.36261,1.59824,1.3186,0.41575,1,0.60504,0.19045,2.11272,1.98599,1.75203,0.000825332,0.000825332,0.000825332
53,22.0351,1.25705,1.489,1.21548,0.41575,1,0.60504,0.19045,2.11272,1.98599,1.75203,0.000808828,0.000808828,0.000808828
54,22.4319,1.36794,1.56561,1.30961,0.41575,1,0.60504,0.19045,2.11272,1.98599,1.75203,0.000792325,0.000792325,0.000792325
55,22.8226,1.44742,1.67152,1.37965,0.41575,1,0.60504,0.19045,2.11272,1.98599,1.75203,0.000775822,0.000775822,0.000775822
56,23.2347,1.10835,1.63183,1.24911,0.41575,1,0.60504,0.19045,2.11272,1.98599,1.75203,0.000759318,0.000759318,0.000759318
57,23.6342,1.41517,1.6067,1.35082,0.41575,1,0.60504,0.19045,2.11272,1.98599,1.75203,0.000742815,0.000742815,0.000742815
58,24.0384,1.35434,1.69246,1.3208,0.41575,1,0.60504,0.19045,2.11272,1.98599,1.75203,0.000726312,0.000726312,0.000726312
59,24.4272,1.33519,1.76214,1.32638,0.41575,1,0.60504,0.19045,2.11272,1.98599,1.75203,0.000709809,0.000709809,0.000709809
60,24.8501,1.40283,1.68809,1.364,0.48065,1,0.73967,0.22657,2.16676,1.82281,1.78914,0.000693305,0.000693305,0.000693305
61,25.2576,1.33633,1.52924,1.24159,0.48065,1,0.73967,0.22657,2.16676,1.82281,1.78914,0.000676802,0.000676802,0.000676802
62,25.6442,1.29946,1.5041,1.27459,0.48065,1,0.73967,0.22657,2.16676,1.82281,1.78914,0.000660299,0.000660299,0.000660299
63,26.0526,1.09713,1.45634,1.12703,0.48065,1,0.73967,0.22657,2.16676,1.82281,1.78914,0.000643795,0.000643795,0.000643795
64,26.472,1.45318,1.61446,1.27908,0.48065,1,0.73967,0.22657,2.16676,1.82281,1.78914,0.000627292,0.000627292,0.000627292
65,26.896,1.26693,1.62286,1.36358,0.48065,1,0.73967,0.22657,2.16676,1.82281,1.78914,0.000610789,0.000610789,0.000610789
66,27.2987,1.42661,1.61774,1.32158,0.48065,1,0.73967,0.22657,2.16676,1.82281,1.78914,0.000594286,0.000594286,0.000594286
67,27.8153,1.37754,1.56355,1.35779,0.48065,1,0.73967,0.22657,2.16676,1.82281,1.78914,0.000577782,0.000577782,0.000577782
68,28.2169,1.30992,1.54147,1.30857,0.59626,0.95937,0.75087,0.22879,2.22172,1.80976,1.85416,0.000561279,0.000561279,0.000561279
69,28.6089,1.28205,1.66493,1.26916,0.59626,0.95937,0.75087,0.22879,2.22172,1.80976,1.85416,0.000544776,0.000544776,0.000544776
70,29.0074,1.35897,1.60647,1.38614,0.59626,0.95937,0.75087,0.22879,2.22172,1.80976,1.85416,0.000528272,0.000528272,0.000528272
71,29.4037,1.46067,1.43343,1.31922,0.59626,0.95937,0.75087,0.22879,2.22172,1.80976,1.85416,0.000511769,0.000511769,0.000511769
72,29.8,1.38927,1.57212,1.32201,0.59626,0.95937,0.75087,0.22879,2.22172,1.80976,1.85416,0.000495266,0.000495266,0.000495266
73,30.196,1.28185,1.4851,1.30523,0.59626,0.95937,0.75087,0.22879,2.22172,1.80976,1.85416,0.000478762,0.000478762,0.000478762
74,30.5899,1.44737,1.51484,1.44339,0.59626,0.95937,0.75087,0.22879,2.22172,1.80976,1.85416,0.000462259,0.000462259,0.000462259
75,30.9813,1.17492,1.44531,1.22705,0.59626,0.95937,0.75087,0.22879,2.22172,1.80976,1.85416,0.000445756,0.000445756,0.000445756
76,31.3996,1.37129,1.55981,1.33376,0.67349,0.9375,0.72795,0.23642,2.23981,1.76388,1.88645,0.000429253,0.000429253,0.000429253
77,31.8003,1.40512,1.62892,1.28455,0.67349,0.9375,0.72795,0.23642,2.23981,1.76388,1.88645,0.000412749,0.000412749,0.000412749
78,32.2028,1.46147,1.60366,1.33618,0.67349,0.9375,0.72795,0.23642,2.23981,1.76388,1.88645,0.000396246,0.000396246,0.000396246
79,32.6048,1.28419,1.48759,1.31732,0.67349,0.9375,0.72795,0.23642,2.23981,1.76388,1.88645,0.000379743,0.000379743,0.000379743
80,33.0012,1.25373,1.48897,1.28275,0.67349,0.9375,0.72795,0.23642,2.23981,1.76388,1.88645,0.000363239,0.000363239,0.000363239
81,33.4069,1.26804,1.47437,1.24695,0.67349,0.9375,0.72795,0.23642,2.23981,1.76388,1.88645,0.000346736,0.000346736,0.000346736
82,33.7973,1.32334,1.53516,1.39073,0.67349,0.9375,0.72795,0.23642,2.23981,1.76388,1.88645,0.000330233,0.000330233,0.000330233
83,34.2072,1.15997,1.44998,1.27057,0.67349,0.9375,0.72795,0.23642,2.23981,1.76388,1.88645,0.000313729,0.000313729,0.000313729
84,34.6238,1.24583,1.4989,1.25755,0.74404,0.9375,0.72799,0.20483,2.29456,1.81589,1.95939,0.000297226,0.000297226,0.000297226
85,35.0158,1.24506,1.48307,1.24318,0.74404,0.9375,0.72799,0.20483,2.29456,1.81589,1.95939,0.000280723,0.000280723,0.000280723
86,35.4973,1.41094,1.55971,1.3953,0.74404,0.9375,0.72799,0.20483,2.29456,1.81589,1.95939,0.00026422,0.00026422,0.00026422
87,35.8817,1.2972,1.58251,1.25613,0.74404,0.9375,0.72799,0.20483,2.29456,1.81589,1.95939,0.000247716,0.000247716,0.000247716
88,36.263,1.17619,1.49693,1.19593,0.74404,0.9375,0.72799,0.20483,2.29456,1.81589,1.95939,0.000231213,0.000231213,0.000231213
89,36.6524,1.27274,1.44667,1.32298,0.74404,0.9375,0.72799,0.20483,2.29456,1.81589,1.95939,0.00021471,0.00021471,0.00021471
90,37.0424,1.31457,1.40681,1.28002,0.74404,0.9375,0.72799,0.20483,2.29456,1.81589,1.95939,0.000198206,0.000198206,0.000198206
91,41.5066,1.37555,1.60604,1.37225,0.74404,0.9375,0.72799,0.20483,2.29456,1.81589,1.95939,0.000181703,0.000181703,0.000181703
92,42.5329,1.22799,1.4381,1.27458,0.71228,0.89347,0.7225,0.18597,2.35198,1.83195,2.02326,0.0001652,0.0001652,0.0001652
93,42.9424,1.1724,1.40638,1.23732,0.71228,0.89347,0.7225,0.18597,2.35198,1.83195,2.02326,0.000148696,0.000148696,0.000148696
94,43.3466,1.26529,1.46426,1.30085,0.71228,0.89347,0.7225,0.18597,2.35198,1.83195,2.02326,0.000132193,0.000132193,0.000132193
95,43.7348,1.28101,1.44236,1.26322,0.71228,0.89347,0.7225,0.18597,2.35198,1.83195,2.02326,0.00011569,0.00011569,0.00011569
96,44.1219,1.25428,1.45811,1.31513,0.71228,0.89347,0.7225,0.18597,2.35198,1.83195,2.02326,9.91865e-05,9.91865e-05,9.91865e-05
97,44.5163,1.26845,1.44263,1.28757,0.71228,0.89347,0.7225,0.18597,2.35198,1.83195,2.02326,8.26832e-05,8.26832e-05,8.26832e-05
98,44.9127,1.35449,1.46007,1.22108,0.71228,0.89347,0.7225,0.18597,2.35198,1.83195,2.02326,6.61799e-05,6.61799e-05,6.61799e-05
99,45.309,1.15305,1.48976,1.25119,0.71228,0.89347,0.7225,0.18597,2.35198,1.83195,2.02326,4.96766e-05,4.96766e-05,4.96766e-05
100,45.7204,1.23909,1.40155,1.27438,0.67828,0.875,0.72313,0.19067,2.35043,1.80726,2.02747,3.31733e-05,3.31733e-05,3.31733e-05
1,0.797069,2.78735,3.41327,2.40693,0.01914,0.71875,0.01846,0.0172,0.11806,3.2695,0.72244,5.001e-05,5.001e-05,5.001e-05
2,1.16833,1.98132,3.16021,1.8283,0.02273,0.84375,0.05462,0.04834,0.225,3.25509,0.72796,0.000115535,0.000115535,0.000115535
3,1.58004,2.44018,3.29833,2.03475,0.02276,0.84375,0.05496,0.04787,0.20609,3.2521,0.72586,0.000179739,0.000179739,0.000179739
4,1.97731,2.48606,3.12512,2.05431,0.02276,0.84375,0.05496,0.04787,0.20609,3.2521,0.72586,0.000242624,0.000242624,0.000242624
5,2.50048,1.63278,3.08319,1.43024,0.02296,0.84375,0.35994,0.19945,0.97051,3.26625,0.88314,0.000304187,0.000304187,0.000304187
6,2.90531,2.10092,2.83872,1.75318,0.02296,0.84375,0.35994,0.19945,0.97051,3.26625,0.88314,0.000364431,0.000364431,0.000364431
7,3.32542,1.38212,2.69545,1.32172,0.02173,0.78125,0.4019,0.06235,0.91687,3.84119,1.3198,0.000423355,0.000423355,0.000423355
8,3.74666,1.0717,2.57708,1.15225,0.02173,0.78125,0.4019,0.06235,0.91687,3.84119,1.3198,0.000480958,0.000480958,0.000480958
9,4.14521,1.25616,2.59333,1.17655,0.02173,0.78125,0.4019,0.06235,0.91687,3.84119,1.3198,0.000537241,0.000537241,0.000537241
10,4.55321,1.25002,2.55844,1.32052,0.0133,0.5,0.01095,0.0021,1.33558,3.88373,1.70996,0.000592203,0.000592203,0.000592203
11,4.94152,1.41924,2.74962,1.41613,0.0133,0.5,0.01095,0.0021,1.33558,3.88373,1.70996,0.000645846,0.000645846,0.000645846
12,5.32952,1.51066,2.477,1.50193,0.0133,0.5,0.01095,0.0021,1.33558,3.88373,1.70996,0.000698168,0.000698168,0.000698168
13,5.71809,1.34838,2.58931,1.46642,0.0133,0.5,0.01095,0.0021,1.33558,3.88373,1.70996,0.00074917,0.00074917,0.00074917
14,6.12638,1.30175,1.96614,1.34852,0.01581,0.59375,0.03922,0.00888,1.34291,3.93435,1.71168,0.000798851,0.000798851,0.000798851
15,6.52805,1.27803,2.09562,1.29526,0.01581,0.59375,0.03922,0.00888,1.34291,3.93435,1.71168,0.000847213,0.000847213,0.000847213
16,6.91171,1.48681,2.0791,1.3884,0.01581,0.59375,0.03922,0.00888,1.34291,3.93435,1.71168,0.000894254,0.000894254,0.000894254
17,7.30203,1.34795,2.01159,1.30382,0.01581,0.59375,0.03922,0.00888,1.34291,3.93435,1.71168,0.000939975,0.000939975,0.000939975
18,7.70693,1.53187,2.08705,1.3972,0.01581,0.59375,0.03922,0.00888,1.34291,3.93435,1.71168,0.000984375,0.000984375,0.000984375
19,8.09756,1.47279,1.83519,1.37352,0.01581,0.59375,0.03922,0.00888,1.34291,3.93435,1.71168,0.00102746,0.00102746,0.00102746
20,8.5013,1.3732,2.36561,1.31552,0.53456,0.5625,0.57758,0.18767,1.86734,2.20429,1.72234,0.00106922,0.00106922,0.00106922
21,8.90636,1.27447,1.67447,1.24102,0.53456,0.5625,0.57758,0.18767,1.86734,2.20429,1.72234,0.00110966,0.00110966,0.00110966
22,9.31257,1.31501,1.60905,1.27792,0.53456,0.5625,0.57758,0.18767,1.86734,2.20429,1.72234,0.00114877,0.00114877,0.00114877
23,9.71895,1.32245,1.85723,1.28204,0.53456,0.5625,0.57758,0.18767,1.86734,2.20429,1.72234,0.00118657,0.00118657,0.00118657
24,10.1523,1.2131,1.96426,1.15096,0.53456,0.5625,0.57758,0.18767,1.86734,2.20429,1.72234,0.00122305,0.00122305,0.00122305
25,10.5662,1.19278,1.70215,1.22858,0.53456,0.5625,0.57758,0.18767,1.86734,2.20429,1.72234,0.00125821,0.00125821,0.00125821
26,11.0762,1.50563,1.94092,1.36393,0.53456,0.5625,0.57758,0.18767,1.86734,2.20429,1.72234,0.00125442,0.00125442,0.00125442
27,11.4965,1.4951,1.94382,1.38964,0.53456,0.5625,0.57758,0.18767,1.86734,2.20429,1.72234,0.00123791,0.00123791,0.00123791
28,11.9042,1.25687,1.78972,1.24006,0.28088,0.65398,0.29868,0.07703,2.40819,2.2598,2.04966,0.00122141,0.00122141,0.00122141
29,12.2976,1.23874,1.6305,1.18924,0.28088,0.65398,0.29868,0.07703,2.40819,2.2598,2.04966,0.00120491,0.00120491,0.00120491
30,12.6849,1.3691,1.75673,1.23012,0.28088,0.65398,0.29868,0.07703,2.40819,2.2598,2.04966,0.0011884,0.0011884,0.0011884
31,13.0921,1.21056,1.66356,1.24752,0.28088,0.65398,0.29868,0.07703,2.40819,2.2598,2.04966,0.0011719,0.0011719,0.0011719
32,13.5006,1.31466,1.55264,1.19222,0.28088,0.65398,0.29868,0.07703,2.40819,2.2598,2.04966,0.0011554,0.0011554,0.0011554
33,13.9033,1.32868,1.91348,1.28298,0.28088,0.65398,0.29868,0.07703,2.40819,2.2598,2.04966,0.00113889,0.00113889,0.00113889
34,14.3117,1.28832,1.74941,1.27562,0.28088,0.65398,0.29868,0.07703,2.40819,2.2598,2.04966,0.00112239,0.00112239,0.00112239
35,14.7179,1.27926,1.69117,1.21474,0.28088,0.65398,0.29868,0.07703,2.40819,2.2598,2.04966,0.00110589,0.00110589,0.00110589
36,15.1231,1.14233,1.57427,1.15402,0.48862,0.87661,0.61116,0.1585,2.29217,2.18888,2.11009,0.00108938,0.00108938,0.00108938
37,15.5126,1.17641,1.59808,1.17925,0.48862,0.87661,0.61116,0.1585,2.29217,2.18888,2.11009,0.00107288,0.00107288,0.00107288
38,15.9049,1.2307,1.69429,1.27905,0.48862,0.87661,0.61116,0.1585,2.29217,2.18888,2.11009,0.00105638,0.00105638,0.00105638
39,16.2905,1.21731,1.58328,1.21422,0.48862,0.87661,0.61116,0.1585,2.29217,2.18888,2.11009,0.00103987,0.00103987,0.00103987
40,16.6867,1.26436,1.64791,1.21715,0.48862,0.87661,0.61116,0.1585,2.29217,2.18888,2.11009,0.00102337,0.00102337,0.00102337
41,17.0847,1.24227,1.76895,1.29216,0.48862,0.87661,0.61116,0.1585,2.29217,2.18888,2.11009,0.00100687,0.00100687,0.00100687
42,17.4913,1.23395,1.68567,1.21318,0.48862,0.87661,0.61116,0.1585,2.29217,2.18888,2.11009,0.000990365,0.000990365,0.000990365
43,17.9027,1.24813,1.62175,1.23366,0.48862,0.87661,0.61116,0.1585,2.29217,2.18888,2.11009,0.000973861,0.000973861,0.000973861
44,18.3226,1.11708,1.53879,1.1595,0.53686,1,0.66644,0.23164,2.1528,1.86141,1.8095,0.000957358,0.000957358,0.000957358
45,18.7301,1.15497,1.53221,1.17225,0.53686,1,0.66644,0.23164,2.1528,1.86141,1.8095,0.000940855,0.000940855,0.000940855
46,19.2483,1.11449,1.65772,1.18031,0.53686,1,0.66644,0.23164,2.1528,1.86141,1.8095,0.000924352,0.000924352,0.000924352
47,19.6456,1.08126,1.53081,1.14089,0.53686,1,0.66644,0.23164,2.1528,1.86141,1.8095,0.000907848,0.000907848,0.000907848
48,20.0529,1.12393,1.52927,1.16036,0.53686,1,0.66644,0.23164,2.1528,1.86141,1.8095,0.000891345,0.000891345,0.000891345
49,20.4563,1.09981,1.51286,1.16999,0.53686,1,0.66644,0.23164,2.1528,1.86141,1.8095,0.000874842,0.000874842,0.000874842
50,20.8494,1.26027,1.62835,1.20907,0.53686,1,0.66644,0.23164,2.1528,1.86141,1.8095,0.000858338,0.000858338,0.000858338
51,21.251,1.17692,1.58681,1.17076,0.53686,1,0.66644,0.23164,2.1528,1.86141,1.8095,0.000841835,0.000841835,0.000841835
52,21.6588,1.20121,1.49287,1.24057,0.54652,0.9828,0.73557,0.22467,2.03839,1.82819,1.92868,0.000825332,0.000825332,0.000825332
53,22.0655,0.9952,1.49427,1.10902,0.54652,0.9828,0.73557,0.22467,2.03839,1.82819,1.92868,0.000808828,0.000808828,0.000808828
54,22.4803,1.13876,1.5089,1.19005,0.54652,0.9828,0.73557,0.22467,2.03839,1.82819,1.92868,0.000792325,0.000792325,0.000792325
55,22.8902,1.07633,1.45909,1.21747,0.54652,0.9828,0.73557,0.22467,2.03839,1.82819,1.92868,0.000775822,0.000775822,0.000775822
56,23.2825,1.02603,1.4295,1.19034,0.54652,0.9828,0.73557,0.22467,2.03839,1.82819,1.92868,0.000759318,0.000759318,0.000759318
57,23.6945,1.12591,1.4915,1.13154,0.54652,0.9828,0.73557,0.22467,2.03839,1.82819,1.92868,0.000742815,0.000742815,0.000742815
58,24.0988,1.14323,1.62921,1.21508,0.54652,0.9828,0.73557,0.22467,2.03839,1.82819,1.92868,0.000726312,0.000726312,0.000726312
59,24.518,1.10784,1.62394,1.16568,0.54652,0.9828,0.73557,0.22467,2.03839,1.82819,1.92868,0.000709809,0.000709809,0.000709809
60,24.9371,1.30444,1.59334,1.22164,0.59788,0.9375,0.81123,0.25011,1.98917,1.84425,1.95805,0.000693305,0.000693305,0.000693305
61,25.3463,1.10093,1.46115,1.12137,0.59788,0.9375,0.81123,0.25011,1.98917,1.84425,1.95805,0.000676802,0.000676802,0.000676802
62,25.7687,1.02838,1.37541,1.10617,0.59788,0.9375,0.81123,0.25011,1.98917,1.84425,1.95805,0.000660299,0.000660299,0.000660299
63,26.1753,0.92153,1.39531,1.07307,0.59788,0.9375,0.81123,0.25011,1.98917,1.84425,1.95805,0.000643795,0.000643795,0.000643795
64,26.5677,1.15037,1.58183,1.137,0.59788,0.9375,0.81123,0.25011,1.98917,1.84425,1.95805,0.000627292,0.000627292,0.000627292
65,26.9619,1.06677,1.46626,1.18558,0.59788,0.9375,0.81123,0.25011,1.98917,1.84425,1.95805,0.000610789,0.000610789,0.000610789
66,27.3521,1.10347,1.47165,1.16308,0.59788,0.9375,0.81123,0.25011,1.98917,1.84425,1.95805,0.000594286,0.000594286,0.000594286
67,27.8503,1.12051,1.54915,1.21207,0.59788,0.9375,0.81123,0.25011,1.98917,1.84425,1.95805,0.000577782,0.000577782,0.000577782
68,28.2551,1.09976,1.3971,1.1842,0.6604,0.81867,0.82053,0.26945,1.85748,1.78248,1.85352,0.000561279,0.000561279,0.000561279
69,28.6447,0.92871,1.29809,1.09965,0.6604,0.81867,0.82053,0.26945,1.85748,1.78248,1.85352,0.000544776,0.000544776,0.000544776
70,29.0426,1.01685,1.45176,1.12069,0.6604,0.81867,0.82053,0.26945,1.85748,1.78248,1.85352,0.000528272,0.000528272,0.000528272
71,29.4589,0.9647,1.22205,1.06637,0.6604,0.81867,0.82053,0.26945,1.85748,1.78248,1.85352,0.000511769,0.000511769,0.000511769
72,29.8555,1.29172,1.4432,1.20555,0.6604,0.81867,0.82053,0.26945,1.85748,1.78248,1.85352,0.000495266,0.000495266,0.000495266
73,30.2557,1.06668,1.31772,1.15467,0.6604,0.81867,0.82053,0.26945,1.85748,1.78248,1.85352,0.000478762,0.000478762,0.000478762
74,30.6672,1.15695,1.42033,1.20282,0.6604,0.81867,0.82053,0.26945,1.85748,1.78248,1.85352,0.000462259,0.000462259,0.000462259
75,31.0612,0.92023,1.25902,1.09313,0.6604,0.81867,0.82053,0.26945,1.85748,1.78248,1.85352,0.000445756,0.000445756,0.000445756
76,31.4706,1.05632,1.29057,1.16215,0.56292,0.83601,0.84949,0.28903,1.81408,1.82846,1.86306,0.000429253,0.000429253,0.000429253
77,31.8667,1.24282,1.41253,1.16892,0.56292,0.83601,0.84949,0.28903,1.81408,1.82846,1.86306,0.000412749,0.000412749,0.000412749
78,32.2695,1.14006,1.36216,1.16705,0.56292,0.83601,0.84949,0.28903,1.81408,1.82846,1.86306,0.000396246,0.000396246,0.000396246
79,32.6934,1.16184,1.43516,1.21175,0.56292,0.83601,0.84949,0.28903,1.81408,1.82846,1.86306,0.000379743,0.000379743,0.000379743
80,33.0917,1.00772,1.35241,1.10753,0.56292,0.83601,0.84949,0.28903,1.81408,1.82846,1.86306,0.000363239,0.000363239,0.000363239
81,33.4955,1.01781,1.32106,1.10895,0.56292,0.83601,0.84949,0.28903,1.81408,1.82846,1.86306,0.000346736,0.000346736,0.000346736
82,33.8981,0.96741,1.21199,1.11622,0.56292,0.83601,0.84949,0.28903,1.81408,1.82846,1.86306,0.000330233,0.000330233,0.000330233
83,34.308,1.06985,1.3319,1.18929,0.56292,0.83601,0.84949,0.28903,1.81408,1.82846,1.86306,0.000313729,0.000313729,0.000313729
84,34.7421,1.20094,1.37878,1.23108,0.66037,0.82665,0.83822,0.28514,1.8846,1.90775,1.95985,0.000297226,0.000297226,0.000297226
85,35.1341,1.07501,1.24785,1.14754,0.66037,0.82665,0.83822,0.28514,1.8846,1.90775,1.95985,0.000280723,0.000280723,0.000280723
86,35.5259,1.0707,1.30769,1.13713,0.66037,0.82665,0.83822,0.28514,1.8846,1.90775,1.95985,0.00026422,0.00026422,0.00026422
87,36.0381,1.18392,1.4291,1.16815,0.66037,0.82665,0.83822,0.28514,1.8846,1.90775,1.95985,0.000247716,0.000247716,0.000247716
88,36.4713,0.96324,1.08423,1.07477,0.66037,0.82665,0.83822,0.28514,1.8846,1.90775,1.95985,0.000231213,0.000231213,0.000231213
89,36.9163,1.17697,1.21368,1.13971,0.66037,0.82665,0.83822,0.28514,1.8846,1.90775,1.95985,0.00021471,0.00021471,0.00021471
90,37.3511,1.3352,1.31703,1.21424,0.66037,0.82665,0.83822,0.28514,1.8846,1.90775,1.95985,0.000198206,0.000198206,0.000198206
91,41.7935,1.13901,1.53782,1.14117,0.66037,0.82665,0.83822,0.28514,1.8846,1.90775,1.95985,0.000181703,0.000181703,0.000181703
92,42.9902,0.9773,1.26685,1.08931,0.65255,0.875,0.82412,0.25114,1.98727,1.96584,2.03263,0.0001652,0.0001652,0.0001652
93,43.4483,0.84796,1.163,1.0227,0.65255,0.875,0.82412,0.25114,1.98727,1.96584,2.03263,0.000148696,0.000148696,0.000148696
94,43.923,0.92834,1.27018,1.04435,0.65255,0.875,0.82412,0.25114,1.98727,1.96584,2.03263,0.000132193,0.000132193,0.000132193
95,44.3897,1.11376,1.30016,1.09743,0.65255,0.875,0.82412,0.25114,1.98727,1.96584,2.03263,0.00011569,0.00011569,0.00011569
96,44.8163,0.86216,1.09704,1.0432,0.65255,0.875,0.82412,0.25114,1.98727,1.96584,2.03263,9.91865e-05,9.91865e-05,9.91865e-05
97,45.3149,0.96188,1.26391,1.09839,0.65255,0.875,0.82412,0.25114,1.98727,1.96584,2.03263,8.26832e-05,8.26832e-05,8.26832e-05
98,45.7506,1.16647,1.36063,1.14405,0.65255,0.875,0.82412,0.25114,1.98727,1.96584,2.03263,6.61799e-05,6.61799e-05,6.61799e-05
99,46.1999,0.90858,1.20211,1.04778,0.65255,0.875,0.82412,0.25114,1.98727,1.96584,2.03263,4.96766e-05,4.96766e-05,4.96766e-05
100,46.7969,1.09531,1.28991,1.15634,0.77166,0.76998,0.80885,0.25217,1.98003,1.99527,2.04121,3.31733e-05,3.31733e-05,3.31733e-05
1,1.639,2.93375,3.23112,2.72198,0.01916,0.71875,0.01857,0.0173,0.11643,3.27105,0.72269,6.668e-05,6.668e-05,6.668e-05
2,2.13977,2.46323,3.25109,2.18792,0.02209,0.8125,0.02673,0.01986,0.19146,3.26553,0.73008,0.000148545,0.000148545,0.000148545
3,2.88809,2.11992,3.24389,1.88859,0.02302,0.84375,0.03461,0.02753,0.17395,3.26038,0.73004,0.000228759,0.000228759,0.000228759
4,3.54201,1.8592,3.1173,1.66715,0.02416,0.90625,0.09757,0.0487,0.85306,3.34218,0.86742,0.000307323,0.000307323,0.000307323
5,4.09269,2.09418,3.19329,1.86104,0.00454,0.15625,0.0621,0.02028,0.93445,3.80402,1.28458,0.000384237,0.000384237,0.000384237
6,4.60898,1.3022,2.87121,1.35999,0.00454,0.15625,0.0621,0.02028,0.93445,3.80402,1.28458,0.0004595,0.0004595,0.0004595
7,5.08903,1.35582,2.68012,1.3313,0.00454,0.15625,0.0621,0.02028,0.93445,3.80402,1.28458,0.000533113,0.000533113,0.000533113
8,5.57294,1.48517,2.82864,1.50092,0.00748,0.28125,0.04457,0.01511,0.87427,3.81461,1.26776,0.000605076,0.000605076,0.000605076
9,6.04877,1.54119,2.97126,1.47195,0.00748,0.28125,0.04457,0.01511,0.87427,3.81461,1.26776,0.000675388,0.000675388,0.000675388
10,6.5437,1.08083,2.94599,1.23792,0.00748,0.28125,0.04457,0.01511,0.87427,3.81461,1.26776,0.00074405,0.00074405,0.00074405
11,7.00659,1.42235,2.90187,1.42143,0.01353,0.40625,0.01714,0.00222,1.17668,3.79333,1.56171,0.000811062,0.000811062,0.000811062
12,7.47461,1.5192,2.48767,1.59771,0.01353,0.40625,0.01714,0.00222,1.17668,3.79333,1.56171,0.000876424,0.000876424,0.000876424
13,7.9757,1.32137,2.65486,1.42026,0.01353,0.40625,0.01714,0.00222,1.17668,3.79333,1.56171,0.000940135,0.000940135,0.000940135
14,8.44037,1.35967,2.64145,1.42172,0.01353,0.40625,0.01714,0.00222,1.17668,3.79333,1.56171,0.0010022,0.0010022,0.0010022
